gene_name,gene_id,start,end,chromosome,chromosome_nc
LOC103233947,gene-LOC103233947,11219305,11219687,chr1,NC_023642.1
UBXN1,gene-UBXN1,11228944,11231549,chr1,NC_023642.1
C1H11orf83,gene-C1H11orf83,11234810,11235569,chr1,NC_023642.1
C1H11orf48,gene-C1H11orf48,11236763,11239586,chr1,NC_023642.1
METTL12,gene-METTL12,11239715,11241457,chr1,NC_023642.1
LOC103233969,gene-LOC103233969,11241545,11243843,chr1,NC_023642.1
INTS5,gene-INTS5,11251920,11257686,chr1,NC_023642.1
GANAB,gene-GANAB,11257867,11279534,chr1,NC_023642.1
B3GAT3,gene-B3GAT3,11282414,11289640,chr1,NC_023642.1
ROM1,gene-ROM1,11289819,11292200,chr1,NC_023642.1
EML3,gene-EML3,11292181,11302723,chr1,NC_023642.1
MTA2,gene-MTA2,11303145,11311792,chr1,NC_023642.1
LOC103234024,gene-LOC103234024,11304939,11306549,chr1,NC_023642.1
TUT1,gene-TUT1,11313208,11325912,chr1,NC_023642.1
EEF1G,gene-EEF1G,11326977,11339373,chr1,NC_023642.1
AHNAK,gene-AHNAK,11352848,11384944,chr1,NC_023642.1
LOC103234070,gene-LOC103234070,11435657,11458993,chr1,NC_023642.1
LOC103234086,gene-LOC103234086,11466652,11477383,chr1,NC_023642.1
SCGB1A1,gene-SCGB1A1,11470091,11474915,chr1,NC_023642.1
ASRGL1,gene-ASRGL1,11503137,11529745,chr1,NC_023642.1
SCGB1D4,gene-SCGB1D4,11575621,11579494,chr1,NC_023642.1
LOC103234108,gene-LOC103234108,11614795,11620608,chr1,NC_023642.1
LOC103234118,gene-LOC103234118,11628868,11633617,chr1,NC_023642.1
LOC103234127,gene-LOC103234127,11647470,11653227,chr1,NC_023642.1
LOC103234130,gene-LOC103234130,11666333,11670408,chr1,NC_023642.1
INCENP,gene-INCENP,11695803,11725633,chr1,NC_023642.1
LOC103234139,gene-LOC103234139,11701451,11702083,chr1,NC_023642.1
LOC103234152,gene-LOC103234152,11738205,11743099,chr1,NC_023642.1
FTH1,gene-FTH1,11837533,11840926,chr1,NC_023642.1
BEST1,gene-BEST1,11841052,11857694,chr1,NC_023642.1
RAB3IL1,gene-RAB3IL1,11861197,11904612,chr1,NC_023642.1
FADS3,gene-FADS3,11910344,11928634,chr1,NC_023642.1
FADS2,gene-FADS2,11934352,11978355,chr1,NC_023642.1
LOC103234240,gene-LOC103234240,11982171,12038051,chr1,NC_023642.1
FADS1,gene-FADS1,12037173,12051907,chr1,NC_023642.1
FEN1,gene-FEN1,12057620,12062185,chr1,NC_023642.1
TMEM258,gene-TMEM258,12062209,12065660,chr1,NC_023642.1
MYRF,gene-MYRF,12066277,12103091,chr1,NC_023642.1
DAGLA,gene-DAGLA,12110100,12175935,chr1,NC_023642.1
LOC103234286,gene-LOC103234286,12218401,12223664,chr1,NC_023642.1
LOC103234372,gene-LOC103234372,12242819,12262058,chr1,NC_023642.1
SYT7,gene-SYT7,12267591,12333181,chr1,NC_023642.1
LRRC10B,gene-LRRC10B,12335838,12338048,chr1,NC_023642.1
LOC103234415,gene-LOC103234415,12340210,12341998,chr1,NC_023642.1
PPP1R32,gene-PPP1R32,12363484,12373223,chr1,NC_023642.1
LOC103234421,gene-LOC103234421,12375750,12382897,chr1,NC_023642.1
SDHAF2,gene-SDHAF2,12401164,12417389,chr1,NC_023642.1
CPSF7,gene-CPSF7,12417452,12445984,chr1,NC_023642.1
TMEM216,gene-TMEM216,12448760,12455997,chr1,NC_023642.1
TMEM138,gene-TMEM138,12473137,12480086,chr1,NC_023642.1
LOC103234484,gene-LOC103234484,12480222,12493219,chr1,NC_023642.1
DAK,gene-DAK,12495058,12508693,chr1,NC_023642.1
DDB1,gene-DDB1,12508712,12543127,chr1,NC_023642.1
VWCE,gene-VWCE,12546241,12583963,chr1,NC_023642.1
LOC103234533,gene-LOC103234533,12594139,12618571,chr1,NC_023642.1
LOC103241962,gene-LOC103241962,12618688,12620772,chr1,NC_023642.1
LOC103234524,gene-LOC103234524,12621287,12622083,chr1,NC_023642.1
LOC103234519,gene-LOC103234519,12623118,12653235,chr1,NC_023642.1
LOC103234513,gene-LOC103234513,12626323,12627892,chr1,NC_023642.1
VPS37C,gene-VPS37C,12686887,12717335,chr1,NC_023642.1
LOC103234541,gene-LOC103234541,12716966,12718356,chr1,NC_023642.1
CD5,gene-CD5,12720004,12747637,chr1,NC_023642.1
CD6,gene-CD6,12827238,12878304,chr1,NC_023642.1
SLC15A3,gene-SLC15A3,12896612,12910740,chr1,NC_023642.1
TMEM132A,gene-TMEM132A,12910668,12923946,chr1,NC_023642.1
TMEM109,gene-TMEM109,12924736,12934755,chr1,NC_023642.1
PRPF19,gene-PRPF19,12942238,12958853,chr1,NC_023642.1
LOC103234602,gene-LOC103234602,12963933,12964821,chr1,NC_023642.1
ZP1,gene-ZP1,12969406,12979231,chr1,NC_023642.1
PTGDR2,gene-PTGDR2,12989750,12994979,chr1,NC_023642.1
CCDC86,gene-CCDC86,12994892,13004134,chr1,NC_023642.1
LOC103234620,gene-LOC103234620,13010383,13012494,chr1,NC_023642.1
MS4A10,gene-MS4A10,13029154,13051109,chr1,NC_023642.1
MS4A15,gene-MS4A15,13061545,13073392,chr1,NC_023642.1
LOC103234641,gene-LOC103234641,13075478,13077297,chr1,NC_023642.1
MS4A18,gene-MS4A18,13088276,13110747,chr1,NC_023642.1
LOC103234652,gene-LOC103234652,13096567,13159253,chr1,NC_023642.1
LOC103234654,gene-LOC103234654,13125146,13140500,chr1,NC_023642.1
LOC103234678,gene-LOC103234678,13159344,13175606,chr1,NC_023642.1
LOC103241970,gene-LOC103241970,13175665,13225945,chr1,NC_023642.1
LOC103234708,gene-LOC103234708,13227823,13266777,chr1,NC_023642.1
MS4A13,gene-MS4A13,13281867,13306736,chr1,NC_023642.1
LOC103234685,gene-LOC103234685,13310568,13326493,chr1,NC_023642.1
MS4A1,gene-MS4A1,13343647,13358639,chr1,NC_023642.1
LOC103234723,gene-LOC103234723,13364914,13377851,chr1,NC_023642.1
MS4A14,gene-MS4A14,13384442,13408540,chr1,NC_023642.1
MS4A7,gene-MS4A7,13410442,13427179,chr1,NC_023642.1
LOC103234755,gene-LOC103234755,13491878,13522247,chr1,NC_023642.1
LOC103234752,gene-LOC103234752,13517564,13518626,chr1,NC_023642.1
LOC103234758,gene-LOC103234758,13546817,13585773,chr1,NC_023642.1
MS4A6A,gene-MS4A6A,13619459,13631727,chr1,NC_023642.1
LOC103234765,gene-LOC103234765,13627968,13628874,chr1,NC_023642.1
MS4A2,gene-MS4A2,13657842,13666314,chr1,NC_023642.1
MS4A3,gene-MS4A3,13674515,13690043,chr1,NC_023642.1
OOSP2,gene-OOSP2,13693512,13702608,chr1,NC_023642.1
LOC103234798,gene-LOC103234798,13711360,13720268,chr1,NC_023642.1
LOC103234828,gene-LOC103234828,13803387,13805694,chr1,NC_023642.1
TCN1,gene-TCN1,13813374,13828906,chr1,NC_023642.1
GIF,gene-GIF,13833762,13849727,chr1,NC_023642.1
MRPL16,gene-MRPL16,13860997,13865714,chr1,NC_023642.1
STX3,gene-STX3,13866853,13916803,chr1,NC_023642.1
LOC103241974,gene-LOC103241974,13923633,13924522,chr1,NC_023642.1
PATL1,gene-PATL1,13955730,13989364,chr1,NC_023642.1
LOC103234872,gene-LOC103234872,13988109,13989970,chr1,NC_023642.1
LOC103234890,gene-LOC103234890,13990753,13994067,chr1,NC_023642.1
OSBP,gene-OSBP,14009735,14053232,chr1,NC_023642.1
TRNAF-GAA,gene-TRNAF-GAA,14061712,14061779,chr1,NC_023642.1
TRNAF-GAA-2,gene-TRNAF-GAA-2,14061832,14061904,chr1,NC_023642.1
LOC103234894,gene-LOC103234894,14067286,14068237,chr1,NC_023642.1
TRNAK-UUU,gene-TRNAK-UUU,14068128,14068200,chr1,NC_023642.1
TRNAF-GAA-3,gene-TRNAF-GAA-3,14070335,14070407,chr1,NC_023642.1
TRNAK-UUU-2,gene-TRNAK-UUU-2,14071411,14071483,chr1,NC_023642.1
TRNAL-UAA,gene-TRNAL-UAA,14074656,14074738,chr1,NC_023642.1
TRNAR-UCU,gene-TRNAR-UCU,14075115,14075200,chr1,NC_023642.1
TRNAV-UAC,gene-TRNAV-UAC,14075435,14075507,chr1,NC_023642.1
TRNAV-UAC-2,gene-TRNAV-UAC-2,14076017,14076089,chr1,NC_023642.1
LOC103234916,gene-LOC103234916,14087060,14122985,chr1,NC_023642.1
LOC103234907,gene-LOC103234907,14103113,14105098,chr1,NC_023642.1
LOC103234902,gene-LOC103234902,14114798,14117607,chr1,NC_023642.1
LOC103234928,gene-LOC103234928,14132336,14135045,chr1,NC_023642.1
LOC103234933,gene-LOC103234933,14148842,14150318,chr1,NC_023642.1
LOC103234938,gene-LOC103234938,14169497,14171399,chr1,NC_023642.1
LOC103234943,gene-LOC103234943,14204832,14223084,chr1,NC_023642.1
LOC103234968,gene-LOC103234968,14252664,14254698,chr1,NC_023642.1
LOC103234994,gene-LOC103234994,14349756,14354095,chr1,NC_023642.1
DTX4,gene-DTX4,14354752,14390630,chr1,NC_023642.1
LOC103235000,gene-LOC103235000,14402484,14403429,chr1,NC_023642.1
FAM111A,gene-FAM111A,14405991,14412170,chr1,NC_023642.1
LOC103235045,gene-LOC103235045,14442574,14451475,chr1,NC_023642.1
LOC103235036,gene-LOC103235036,14480963,14484488,chr1,NC_023642.1
LOC103235029,gene-LOC103235029,14483451,14494228,chr1,NC_023642.1
LOC103235005,gene-LOC103235005,14536719,14549181,chr1,NC_023642.1
LOC103235069,gene-LOC103235069,14599354,14605803,chr1,NC_023642.1
LOC103235076,gene-LOC103235076,14606120,14606310,chr1,NC_023642.1
LOC103235086,gene-LOC103235086,14608719,14697455,chr1,NC_023642.1
GLYAT,gene-GLYAT,14644308,14668440,chr1,NC_023642.1
CNTF,gene-CNTF,14724562,14730698,chr1,NC_023642.1
LOC103235111,gene-LOC103235111,14731935,14732774,chr1,NC_023642.1
ZFP91,gene-ZFP91,14733279,14776333,chr1,NC_023642.1
LOC103235102,gene-LOC103235102,14767053,14769686,chr1,NC_023642.1
LPXN,gene-LPXN,14776434,14827095,chr1,NC_023642.1
LOC103235115,gene-LOC103235115,14796702,14797359,chr1,NC_023642.1
LOC103235133,gene-LOC103235133,14827636,14828443,chr1,NC_023642.1
LOC103235174,gene-LOC103235174,14842856,15043208,chr1,NC_023642.1
LOC103235168,gene-LOC103235168,14842856,14891064,chr1,NC_023642.1
LOC103235163,gene-LOC103235163,14846333,14849468,chr1,NC_023642.1
LOC103235157,gene-LOC103235157,14907425,14909310,chr1,NC_023642.1
LOC103235152,gene-LOC103235152,14924334,14926348,chr1,NC_023642.1
LOC103241985,gene-LOC103241985,14981136,14982418,chr1,NC_023642.1
LOC103235140,gene-LOC103235140,15011517,15014121,chr1,NC_023642.1
LOC103235179,gene-LOC103235179,15053977,15055511,chr1,NC_023642.1
LOC103235183,gene-LOC103235183,15067510,15069128,chr1,NC_023642.1
LOC103235194,gene-LOC103235194,15079974,15081453,chr1,NC_023642.1
LOC103235201,gene-LOC103235201,15117805,15119094,chr1,NC_023642.1
LOC103235206,gene-LOC103235206,15123149,15124438,chr1,NC_023642.1
LOC103235215,gene-LOC103235215,15147000,15148980,chr1,NC_023642.1
LOC103235225,gene-LOC103235225,15203972,15205461,chr1,NC_023642.1
LOC103235230,gene-LOC103235230,15208167,15209383,chr1,NC_023642.1
LOC103235246,gene-LOC103235246,15365360,15366676,chr1,NC_023642.1
LOC103235249,gene-LOC103235249,15399700,15400782,chr1,NC_023642.1
CTNND1,gene-CTNND1,15408581,15466457,chr1,NC_023642.1
LOC103235250,gene-LOC103235250,15411858,15412294,chr1,NC_023642.1
BTBD18,gene-BTBD18,15479781,15486956,chr1,NC_023642.1
C1H11orf31,gene-C1H11orf31,15487429,15489066,chr1,NC_023642.1
TMX2,gene-TMX2,15489471,15515722,chr1,NC_023642.1
MED19,gene-MED19,15515874,15524663,chr1,NC_023642.1
ZDHHC5,gene-ZDHHC5,15526735,15560562,chr1,NC_023642.1
CLP1,gene-CLP1,15568984,15573849,chr1,NC_023642.1
YPEL4,gene-YPEL4,15579397,15584988,chr1,NC_023642.1
LOC103235358,gene-LOC103235358,15580621,15582599,chr1,NC_023642.1
SERPING1,gene-SERPING1,15617122,15634540,chr1,NC_023642.1
UBE2L6,gene-UBE2L6,15667026,15680603,chr1,NC_023642.1
SMTNL1,gene-SMTNL1,15682270,15697126,chr1,NC_023642.1
LOC103235406,gene-LOC103235406,15684374,15685387,chr1,NC_023642.1
TIMM10,gene-TIMM10,15701586,15703867,chr1,NC_023642.1
SLC43A1,gene-SLC43A1,15716708,15750453,chr1,NC_023642.1
RTN4RL2,gene-RTN4RL2,15757790,15775804,chr1,NC_023642.1
LOC103235436,gene-LOC103235436,15810763,15811814,chr1,NC_023642.1
SLC43A3,gene-SLC43A3,15810837,15831932,chr1,NC_023642.1
PRG2,gene-PRG2,15850181,15854511,chr1,NC_023642.1
PRG3,gene-PRG3,15860460,15865716,chr1,NC_023642.1
LOC103235465,gene-LOC103235465,15870188,15870650,chr1,NC_023642.1
P2RX3,gene-P2RX3,15872124,15906452,chr1,NC_023642.1
SSRP1,gene-SSRP1,15907874,15918376,chr1,NC_023642.1
LOC103235491,gene-LOC103235491,15918317,15919370,chr1,NC_023642.1
TNKS1BP1,gene-TNKS1BP1,15919439,15944851,chr1,NC_023642.1
LOC103235530,gene-LOC103235530,15992873,15997915,chr1,NC_023642.1
APLNR,gene-APLNR,16007092,16011868,chr1,NC_023642.1
LRRC55,gene-LRRC55,16029296,16067453,chr1,NC_023642.1
LOC103242003,gene-LOC103242003,16191334,16193804,chr1,NC_023642.1
LOC103235562,gene-LOC103235562,16239784,16279502,chr1,NC_023642.1
LOC103235573,gene-LOC103235573,16358982,16361043,chr1,NC_023642.1
LOC103242014,gene-LOC103242014,16361110,16363220,chr1,NC_023642.1
LOC103235580,gene-LOC103235580,16374611,16377659,chr1,NC_023642.1
LOC103235593,gene-LOC103235593,16390195,16419865,chr1,NC_023642.1
LOC103235606,gene-LOC103235606,16444066,16446903,chr1,NC_023642.1
LOC103235613,gene-LOC103235613,16454081,16455641,chr1,NC_023642.1
LOC103235621,gene-LOC103235621,16464319,16466607,chr1,NC_023642.1
LOC103235640,gene-LOC103235640,16486226,16489364,chr1,NC_023642.1
LOC103235647,gene-LOC103235647,16519376,16521216,chr1,NC_023642.1
LOC103235657,gene-LOC103235657,16542763,16545792,chr1,NC_023642.1
LOC103235660,gene-LOC103235660,16556250,16557726,chr1,NC_023642.1
LOC103235665,gene-LOC103235665,16563980,16565819,chr1,NC_023642.1
LOC103235673,gene-LOC103235673,16577732,16579772,chr1,NC_023642.1
LOC103235686,gene-LOC103235686,16591910,16594256,chr1,NC_023642.1
LOC103235690,gene-LOC103235690,16611009,16613628,chr1,NC_023642.1
LOC103242027,gene-LOC103242027,16625157,16629200,chr1,NC_023642.1
LOC103235697,gene-LOC103235697,16636339,16639772,chr1,NC_023642.1
LOC103235707,gene-LOC103235707,16649183,16650730,chr1,NC_023642.1
LOC103235712,gene-LOC103235712,16673492,16674656,chr1,NC_023642.1
LOC103235721,gene-LOC103235721,16684470,16686531,chr1,NC_023642.1
LOC103235728,gene-LOC103235728,16701710,16703494,chr1,NC_023642.1
LOC103235735,gene-LOC103235735,16715327,16718062,chr1,NC_023642.1
LOC103235742,gene-LOC103235742,16744072,16747180,chr1,NC_023642.1
LOC103235752,gene-LOC103235752,16753740,16766551,chr1,NC_023642.1
LOC103242036,gene-LOC103242036,16780553,16784958,chr1,NC_023642.1
LOC103242048,gene-LOC103242048,16797033,16798450,chr1,NC_023642.1
LOC103235755,gene-LOC103235755,16815487,16816384,chr1,NC_023642.1
LOC103235759,gene-LOC103235759,16816616,16818950,chr1,NC_023642.1
LOC103235764,gene-LOC103235764,16832173,16836537,chr1,NC_023642.1
LOC103235769,gene-LOC103235769,16841789,16843998,chr1,NC_023642.1
LOC103235777,gene-LOC103235777,16844670,16847734,chr1,NC_023642.1
LOC103235783,gene-LOC103235783,16856393,16858310,chr1,NC_023642.1
LOC103242058,gene-LOC103242058,16879227,16880936,chr1,NC_023642.1
LOC103235814,gene-LOC103235814,16904895,16921960,chr1,NC_023642.1
LOC103235806,gene-LOC103235806,16919418,16921960,chr1,NC_023642.1
LOC103235801,gene-LOC103235801,16930433,16933381,chr1,NC_023642.1
LOC103235822,gene-LOC103235822,16952222,16954769,chr1,NC_023642.1
LOC103235830,gene-LOC103235830,16969759,16971221,chr1,NC_023642.1
LOC103235835,gene-LOC103235835,16978102,16979739,chr1,NC_023642.1
LOC103235842,gene-LOC103235842,16998600,16999913,chr1,NC_023642.1
LOC103235848,gene-LOC103235848,17016456,17018525,chr1,NC_023642.1
LOC103235850,gene-LOC103235850,17028811,17033495,chr1,NC_023642.1
LOC103235859,gene-LOC103235859,17053411,17055995,chr1,NC_023642.1
LOC103235867,gene-LOC103235867,17088158,17090147,chr1,NC_023642.1
LOC103235873,gene-LOC103235873,17105430,17108054,chr1,NC_023642.1
PTPRJ,gene-PTPRJ,17137896,17328836,chr1,NC_023642.1
NUP160,gene-NUP160,17468783,17540963,chr1,NC_023642.1
FNBP4,gene-FNBP4,17549896,17596522,chr1,NC_023642.1
AGBL2,gene-AGBL2,17602673,17679431,chr1,NC_023642.1
MTCH2,gene-MTCH2,17675842,17700994,chr1,NC_023642.1
LOC103235906,gene-LOC103235906,17676546,17720848,chr1,NC_023642.1
C1QTNF4,gene-C1QTNF4,17723720,17730187,chr1,NC_023642.1
FAM180B,gene-FAM180B,17730649,17734817,chr1,NC_023642.1
NDUFS3,gene-NDUFS3,17735040,17740508,chr1,NC_023642.1
KBTBD4,gene-KBTBD4,17740500,17746994,chr1,NC_023642.1
PTPMT1,gene-PTPMT1,17747371,17754358,chr1,NC_023642.1
CELF1,gene-CELF1,17764915,17852974,chr1,NC_023642.1
LOC103236095,gene-LOC103236095,17795545,17798014,chr1,NC_023642.1
RAPSN,gene-RAPSN,17867721,17887162,chr1,NC_023642.1
PSMC3,gene-PSMC3,17881844,17896942,chr1,NC_023642.1
SLC39A13,gene-SLC39A13,17899349,17907165,chr1,NC_023642.1
LOC103236137,gene-LOC103236137,17919745,17960993,chr1,NC_023642.1
SPI1,gene-SPI1,17935037,17961638,chr1,NC_023642.1
MYBPC3,gene-MYBPC3,17964581,17986351,chr1,NC_023642.1
MADD,gene-MADD,17987573,18041317,chr1,NC_023642.1
NR1H3,gene-NR1H3,18041495,18061196,chr1,NC_023642.1
ACP2,gene-ACP2,18061094,18070929,chr1,NC_023642.1
DDB2,gene-DDB2,18071011,18096660,chr1,NC_023642.1
PACSIN3,gene-PACSIN3,18125207,18135866,chr1,NC_023642.1
ARFGAP2,gene-ARFGAP2,18136257,18161083,chr1,NC_023642.1
C1H11orf49,gene-C1H11orf49,18148254,18374291,chr1,NC_023642.1
LOC103236258,gene-LOC103236258,18223578,18224241,chr1,NC_023642.1
LRP4,gene-LRP4,18393489,18474514,chr1,NC_023642.1
LOC103236322,gene-LOC103236322,18452206,18462672,chr1,NC_023642.1
CKAP5,gene-CKAP5,18504588,18584635,chr1,NC_023642.1
LOC103236354,gene-LOC103236354,18589658,18627459,chr1,NC_023642.1
ARHGAP1,gene-ARHGAP1,18627534,18648984,chr1,NC_023642.1
ATG13,gene-ATG13,18651872,18712395,chr1,NC_023642.1
LOC103236381,gene-LOC103236381,18687652,18699316,chr1,NC_023642.1
HARBI1,gene-HARBI1,18712621,18726240,chr1,NC_023642.1
AMBRA1,gene-AMBRA1,18777807,18932784,chr1,NC_023642.1
CHRM4,gene-CHRM4,18937455,18945390,chr1,NC_023642.1
MDK,gene-MDK,18945355,18948394,chr1,NC_023642.1
DGKZ,gene-DGKZ,18949360,18997957,chr1,NC_023642.1
CREB3L1,gene-CREB3L1,19009169,19054841,chr1,NC_023642.1
LOC103236584,gene-LOC103236584,19062295,19077308,chr1,NC_023642.1
LOC103236585,gene-LOC103236585,19077616,19080571,chr1,NC_023642.1
PHF21A,gene-PHF21A,19219067,19409474,chr1,NC_023642.1
LOC103236590,gene-LOC103236590,19405091,19405486,chr1,NC_023642.1
GYLTL1B,gene-GYLTL1B,19411127,19424016,chr1,NC_023642.1
PEX16,gene-PEX16,19424155,19432430,chr1,NC_023642.1
C1H11orf94,gene-C1H11orf94,19434555,19435520,chr1,NC_023642.1
MAPK8IP1,gene-MAPK8IP1,19435593,19457073,chr1,NC_023642.1
CRY2,gene-CRY2,19459734,19498807,chr1,NC_023642.1
LOC103236715,gene-LOC103236715,19466125,19467477,chr1,NC_023642.1
LOC103236737,gene-LOC103236737,19510327,19510969,chr1,NC_023642.1
SLC35C1,gene-SLC35C1,19534437,19541990,chr1,NC_023642.1
LOC103236778,gene-LOC103236778,19662372,19663553,chr1,NC_023642.1
LOC103236783,gene-LOC103236783,19674474,19675900,chr1,NC_023642.1
CHST1,gene-CHST1,19678972,19696466,chr1,NC_023642.1
LOC103236786,gene-LOC103236786,19695593,19695813,chr1,NC_023642.1
LOC103236810,gene-LOC103236810,19775559,19778908,chr1,NC_023642.1
LOC103236824,gene-LOC103236824,19937718,19939646,chr1,NC_023642.1
LOC103236830,gene-LOC103236830,19975531,19978448,chr1,NC_023642.1
LOC103236837,gene-LOC103236837,19992632,19994005,chr1,NC_023642.1
SYT13,gene-SYT13,20054549,20101574,chr1,NC_023642.1
LOC103236871,gene-LOC103236871,20108990,20111599,chr1,NC_023642.1
LOC103242100,gene-LOC103242100,20114362,20118839,chr1,NC_023642.1
LOC103236852,gene-LOC103236852,20119493,20198378,chr1,NC_023642.1
LOC103236863,gene-LOC103236863,20130037,20131693,chr1,NC_023642.1
LOC103236878,gene-LOC103236878,20287915,20290566,chr1,NC_023642.1
LOC103236881,gene-LOC103236881,20314636,20316385,chr1,NC_023642.1
LOC103236888,gene-LOC103236888,20362084,20367830,chr1,NC_023642.1
LOC103236898,gene-LOC103236898,20370609,20371339,chr1,NC_023642.1
LOC103236893,gene-LOC103236893,20373497,20375228,chr1,NC_023642.1
TP53I11,gene-TP53I11,20395104,20414551,chr1,NC_023642.1
TSPAN18,gene-TSPAN18,20418064,20628756,chr1,NC_023642.1
LOC103236931,gene-LOC103236931,20426213,20426991,chr1,NC_023642.1
LOC103236925,gene-LOC103236925,20499684,20500765,chr1,NC_023642.1
LOC103236920,gene-LOC103236920,20540211,20551118,chr1,NC_023642.1
LOC103236952,gene-LOC103236952,20665130,20665464,chr1,NC_023642.1
CD82,gene-CD82,20736216,20793943,chr1,NC_023642.1
LOC103236961,gene-LOC103236961,20753425,20753936,chr1,NC_023642.1
LOC103236974,gene-LOC103236974,20886156,20892016,chr1,NC_023642.1
ALX4,gene-ALX4,21051413,21099159,chr1,NC_023642.1
LOC103237028,gene-LOC103237028,21056500,21060460,chr1,NC_023642.1
LOC103236980,gene-LOC103236980,21077159,21282317,chr1,NC_023642.1
LOC103237003,gene-LOC103237003,21079603,21080748,chr1,NC_023642.1
LOC103236998,gene-LOC103236998,21099186,21104527,chr1,NC_023642.1
LOC103236993,gene-LOC103236993,21111918,21113838,chr1,NC_023642.1
ACCS,gene-ACCS,21293726,21312066,chr1,NC_023642.1
ACCSL,gene-ACCSL,21317621,21439399,chr1,NC_023642.1
LOC103237055,gene-LOC103237055,21373655,21374428,chr1,NC_023642.1
C1H11orf96,gene-C1H11orf96,21439813,21441151,chr1,NC_023642.1
LOC103237105,gene-LOC103237105,21457689,21461555,chr1,NC_023642.1
ALKBH3,gene-ALKBH3,21463744,21505940,chr1,NC_023642.1
HSD17B12,gene-HSD17B12,21530292,21702552,chr1,NC_023642.1
LOC103237142,gene-LOC103237142,21542184,21542663,chr1,NC_023642.1
LOC103237139,gene-LOC103237139,21550606,21554042,chr1,NC_023642.1
LOC103237169,gene-LOC103237169,21706221,21708346,chr1,NC_023642.1
LOC103242105,gene-LOC103242105,21791381,21796840,chr1,NC_023642.1
LOC103237152,gene-LOC103237152,21806887,21827169,chr1,NC_023642.1
TTC17,gene-TTC17,21877626,22021525,chr1,NC_023642.1
LOC103237230,gene-LOC103237230,21904780,21905655,chr1,NC_023642.1
LOC103237208,gene-LOC103237208,22018994,22040746,chr1,NC_023642.1
LOC103237205,gene-LOC103237205,22021514,22022707,chr1,NC_023642.1
API5,gene-API5,22029723,22064553,chr1,NC_023642.1
LOC103237191,gene-LOC103237191,22032989,22034162,chr1,NC_023642.1
LOC103237186,gene-LOC103237186,22041651,22042368,chr1,NC_023642.1
LOC103237182,gene-LOC103237182,22058149,22064322,chr1,NC_023642.1
LOC103237244,gene-LOC103237244,22244545,22246006,chr1,NC_023642.1
LOC103237255,gene-LOC103237255,22619731,22620819,chr1,NC_023642.1
LOC103237256,gene-LOC103237256,22689660,22690257,chr1,NC_023642.1
LOC103237257,gene-LOC103237257,22703754,22705555,chr1,NC_023642.1
LOC103237258,gene-LOC103237258,22739170,22765077,chr1,NC_023642.1
LOC103237259,gene-LOC103237259,22765125,22803921,chr1,NC_023642.1
LOC103237266,gene-LOC103237266,22803970,22813969,chr1,NC_023642.1
LOC103237274,gene-LOC103237274,22985621,22986003,chr1,NC_023642.1
LOC103237285,gene-LOC103237285,23109548,23227120,chr1,NC_023642.1
LOC103237295,gene-LOC103237295,23575250,23612290,chr1,NC_023642.1
LOC103237290,gene-LOC103237290,23582130,23582918,chr1,NC_023642.1
LOC103237303,gene-LOC103237303,23922825,23923090,chr1,NC_023642.1
LOC103237300,gene-LOC103237300,23997816,23999729,chr1,NC_023642.1
LOC103237306,gene-LOC103237306,24004306,24006397,chr1,NC_023642.1
LOC103237309,gene-LOC103237309,24078215,24079288,chr1,NC_023642.1
LOC103237394,gene-LOC103237394,24296070,24298834,chr1,NC_023642.1
LOC103237387,gene-LOC103237387,24310321,24311142,chr1,NC_023642.1
LOC103237383,gene-LOC103237383,24502073,24503666,chr1,NC_023642.1
LOC103237379,gene-LOC103237379,24889875,24891411,chr1,NC_023642.1
LOC103237374,gene-LOC103237374,24933661,24935041,chr1,NC_023642.1
LOC103237367,gene-LOC103237367,25014880,25025379,chr1,NC_023642.1
LOC103237358,gene-LOC103237358,25021323,25021940,chr1,NC_023642.1
LRRC4C,gene-LRRC4C,25025991,25219179,chr1,NC_023642.1
LOC103237351,gene-LOC103237351,25082128,25083577,chr1,NC_023642.1
LOC103237333,gene-LOC103237333,25152625,25154849,chr1,NC_023642.1
LOC103237399,gene-LOC103237399,25764525,25847925,chr1,NC_023642.1
LOC103237431,gene-LOC103237431,26175580,26218229,chr1,NC_023642.1
LOC103237427,gene-LOC103237427,26211019,26213633,chr1,NC_023642.1
LOC103237441,gene-LOC103237441,26603602,26604646,chr1,NC_023642.1
LOC103237448,gene-LOC103237448,26975746,26988577,chr1,NC_023642.1
LOC103237453,gene-LOC103237453,27743721,27756278,chr1,NC_023642.1
LOC103237458,gene-LOC103237458,27804740,27805646,chr1,NC_023642.1
LOC103237460,gene-LOC103237460,27877290,27878565,chr1,NC_023642.1
LOC103237478,gene-LOC103237478,27886156,28125096,chr1,NC_023642.1
LOC103237473,gene-LOC103237473,27963172,27964478,chr1,NC_023642.1
LOC103237468,gene-LOC103237468,27987974,27994012,chr1,NC_023642.1
LOC103237463,gene-LOC103237463,28123944,28129488,chr1,NC_023642.1
LOC103237489,gene-LOC103237489,28263820,28282893,chr1,NC_023642.1
LOC103237486,gene-LOC103237486,28267540,28268039,chr1,NC_023642.1
C1H11orf74,gene-C1H11orf74,28356363,28649661,chr1,NC_023642.1
RAG2,gene-RAG2,28645175,28653823,chr1,NC_023642.1
RAG1,gene-RAG1,28667996,28701002,chr1,NC_023642.1
TRAF6,gene-TRAF6,28726357,28752389,chr1,NC_023642.1
